LotArea,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,GrLivArea,MSSubClass,OverallCond,SalePrice
8750,1994,915,933,975,2,4,8,493,1908,60,5,210000
9855,1956,1436,1689,0,1,3,7,480,1689,20,5,127500
16492,1966,1517,1888,0,2,2,6,578,1888,20,6,190000
11214,1998,930,956,930,2,4,10,431,1886,60,5,199900
8600,1937,780,780,596,2,3,7,198,1376,50,6,119500
6000,1948,649,679,504,1,2,6,308,1183,50,7,120000
5684,1930,813,813,0,1,2,5,270,813,30,8,110000
70761,1975,1533,1533,0,2,2,5,576,1533,20,5,280000
9303,1996,872,888,868,2,3,7,422,1756,60,5,204000
9000,2008,768,786,804,2,3,6,676,1590,60,5,210000
9297,1976,1728,1728,0,2,4,8,560,1728,90,5,188000
9600,1973,1242,1242,0,1,3,6,528,1242,20,6,175500
4571,1916,624,624,720,1,4,7,513,1344,70,5,98000
53227,1954,1364,1663,0,1,2,6,529,1663,20,6,256000
5100,1925,588,833,833,1,3,7,228,1666,70,7,161000
7015,1950,709,979,224,1,3,5,352,1203,50,4,110000
8004,2009,832,832,1103,2,3,8,552,1935,60,5,263435
7200,1936,560,575,560,1,3,6,576,1135,70,9,155000
8281,1965,864,864,0,1,3,5,360,864,20,5,62383
11988,1934,715,849,811,1,3,6,240,1660,70,7,188700
8430,1978,1040,1040,0,2,3,5,0,1040,20,5,124000
3072,2004,1375,1414,0,2,2,6,398,1414,120,5,178740
10628,1970,1277,1277,0,1,2,5,526,1277,20,5,167000
9480,1942,728,888,756,1,3,7,312,1644,70,7,146500
11428,2006,1626,1634,0,2,3,7,866,1634,20,5,250000
9291,1993,832,832,878,2,3,7,506,1710,60,5,187000
6820,1985,1488,1502,0,1,1,4,528,1502,120,5,212000
11952,1977,808,1161,808,2,3,8,534,1969,60,6,190000
3675,2005,547,1072,0,1,2,5,525,1072,180,5,148000
14977,2006,1976,1976,0,2,2,7,908,1976,20,5,440000
5330,2000,1494,1652,0,2,2,6,499,1652,120,5,251000
8480,1963,970,970,0,1,2,5,624,970,20,6,132500
13125,1997,1478,1493,0,2,3,7,508,1493,20,5,208900
13693,2006,2153,2069,574,2,3,9,694,2643,60,5,380000
10637,2007,1705,1718,0,2,3,7,826,1718,20,5,297000
5925,1937,907,1131,0,1,2,7,672,1131,30,7,89471
16033,2004,1833,1850,0,2,3,8,772,1850,20,5,326000
11846,2003,1792,1792,0,2,2,6,874,1792,20,5,374000
2500,1915,910,916,910,1,4,7,164,1826,70,8,155000
4500,1998,1216,1216,0,2,2,5,402,1216,120,5,164000
7758,1962,999,999,0,1,3,6,264,999,20,7,132500
9600,1950,1113,1113,0,1,3,5,264,1113,20,7,147000
10289,1965,1073,1073,0,1,3,6,515,1073,20,7,156000
12243,1971,1484,1484,0,2,3,7,487,1484,20,6,175000
10800,1900,954,1766,648,2,3,10,520,2414,190,4,160000
1526,1970,630,630,0,1,1,3,286,630,180,8,86000
2665,1976,264,616,688,1,3,4,336,1304,160,6,115000
9490,1941,806,958,620,1,3,5,240,1578,50,7,133000
15578,2006,728,728,728,2,3,8,429,1456,60,5,172785
7931,1960,1269,1269,0,1,3,6,308,1269,20,6,155000
5784,1938,190,886,0,1,2,4,273,886,30,8,91300
7879,1920,720,720,0,1,2,4,0,720,30,5,34900
12692,1992,3200,3228,0,3,4,10,546,3228,20,5,430000
9120,1925,1026,1133,687,2,4,8,240,1820,50,6,184000
7800,1967,864,899,0,1,3,5,288,899,20,7,130000
7535,1958,912,912,0,1,2,5,297,912,20,7,120000
1890,1973,672,672,546,1,3,7,264,1218,160,5,113000
9803,2005,866,866,902,2,3,7,603,1768,60,5,226700
9170,1965,1214,1214,0,1,2,6,461,1214,20,7,140000
15602,1959,1501,1801,0,2,1,6,484,1801,20,8,289000
2308,1974,855,855,467,2,3,6,440,1322,160,5,147000
7596,1952,960,960,1000,2,4,10,400,1960,90,5,124500
9554,1993,777,1065,846,2,3,8,471,1911,60,5,215000
7862,2009,1218,1218,0,2,2,4,676,1218,20,5,208300
9600,1928,689,689,689,2,3,7,360,1378,70,9,161000
9600,1959,1041,1041,0,1,3,6,270,1041,20,6,124500
14559,1951,1008,1363,0,1,2,6,288,1363,20,7,164900
6792,2005,1368,1368,0,2,2,6,474,1368,120,5,202665
9100,1958,864,864,0,1,3,5,624,864,20,5,129900
9187,1983,1084,1080,0,1,3,5,484,1080,20,5,134000
10594,1926,768,789,0,1,2,5,200,789,45,5,96500
12220,2009,2006,2020,0,2,3,9,900,2020,20,5,402861
10448,1972,689,1378,741,2,3,7,583,2119,80,6,158000
10208,1996,1264,1277,1067,2,3,7,889,2344,60,5,265000
9531,1998,794,882,914,2,3,7,546,1796,60,5,211000
10918,1926,1276,1276,804,1,3,9,282,2080,70,9,234000
10800,1900,0,694,600,2,3,7,0,1294,190,7,106250
11988,1957,1244,1244,0,1,3,6,336,1244,20,6,150000
5000,1947,1004,1004,660,2,3,7,420,1664,50,7,159000
40094,2007,3138,3138,1538,3,3,11,884,4676,60,5,184750
11787,1996,1379,1383,1015,2,3,8,834,2398,60,5,315750
7500,2005,1257,1266,0,2,3,6,453,1266,20,5,176000
13300,1956,928,928,0,1,2,4,252,928,20,7,132000
14948,2008,1452,1476,1237,2,3,11,858,2713,60,5,446261
9098,1920,528,605,0,1,2,5,0,605,30,7,86000
32668,1957,2035,2515,0,3,4,9,484,2515,20,3,200624
10200,1988,1461,1509,0,2,3,5,600,1509,80,5,175000
6155,1920,611,751,611,2,3,6,502,1362,70,8,128000
7200,1955,0,827,0,1,2,5,392,827,20,7,107500
5000,1946,0,334,0,1,1,2,0,334,20,3,39300
9056,2004,707,707,707,2,3,6,403,1414,60,5,178000
7000,1910,1117,820,527,1,3,5,0,1347,190,7,107500
8924,1998,880,880,844,2,3,8,527,1724,60,5,188000
12735,1972,864,864,0,1,3,5,576,864,20,5,111250
11553,1968,1051,1159,0,1,3,7,336,1159,20,5,158000
11423,2001,1581,1601,0,2,3,6,670,1601,20,5,272000
14601,2006,1838,1838,0,2,2,8,765,1838,20,5,315000
11000,2000,969,997,1288,2,4,8,648,2285,60,5,248000
10140,1998,1650,1680,0,2,3,7,583,1680,20,5,213250
4058,1998,723,767,0,1,1,4,367,767,120,5,133000
17104,2006,654,664,832,2,3,7,426,1496,60,5,179665
13837,1988,1204,1377,806,2,4,9,786,2183,50,5,229000
8737,1923,1065,915,720,1,3,6,440,1635,50,7,210000
7244,1970,768,768,0,1,2,5,624,768,85,7,129500
8235,1955,825,825,0,1,2,4,720,825,20,7,125000
9375,2003,912,912,1182,2,4,8,615,2094,60,5,263000
4043,1977,1069,1069,0,2,2,4,440,1069,120,6,140000
6000,1957,928,928,0,1,3,5,288,928,20,6,112500
11146,2006,1709,1717,0,2,3,7,908,1717,20,5,255500
8777,1949,0,1126,0,2,2,5,520,1126,20,5,108000
10625,2003,998,1006,1040,2,3,8,871,2046,60,5,284000
6380,1922,993,1048,0,1,2,5,280,1048,45,6,113000
14850,1957,1092,1092,0,1,2,6,299,1092,20,5,141000
11040,1920,637,897,439,1,3,7,570,1336,50,6,108000
21872,1996,729,729,717,2,3,6,406,1446,60,5,175000
3196,2003,1374,1557,0,2,2,7,420,1557,120,5,234000
11341,1957,1392,1392,0,1,3,5,528,1392,20,6,121500
10010,1974,1389,1389,0,1,2,6,418,1389,20,5,170000
13907,1940,996,996,0,1,3,6,0,996,30,6,108000
21780,1918,1163,1163,511,2,4,8,396,1674,50,7,185000
13346,1992,1095,1166,1129,2,4,9,590,2295,60,5,268000
6858,1915,806,841,806,1,4,6,216,1647,70,4,128000
11198,2005,1122,1134,1370,2,4,11,656,2504,60,5,325000
10171,2004,1517,1535,0,2,3,7,532,1535,20,5,214000
12327,1983,1496,1496,636,1,1,5,612,2132,50,8,316600
7032,1979,943,943,0,1,2,4,600,943,90,5,135960
13101,1965,1728,1728,0,2,6,10,576,1728,90,5,142600
7332,1959,864,864,0,1,2,4,288,864,20,6,120000
13159,2009,846,846,846,2,3,6,650,1692,60,5,224500
9967,2000,384,774,656,2,3,8,400,1430,80,5,170000
10500,1971,372,576,533,1,3,5,288,1109,80,7,139000
8480,1947,832,832,384,1,2,6,336,1216,50,5,118500
6292,1928,861,877,600,2,3,6,216,1477,50,7,145000
11777,1966,1164,1320,0,1,3,6,564,1320,80,6,164500
3604,2007,689,703,689,2,2,5,540,1392,160,5,146000
12150,1954,1050,1050,745,2,4,7,352,1795,50,5,131500
14585,1960,1144,1429,0,1,3,7,572,1429,20,6,181900
12704,2008,2042,2042,0,2,3,8,1390,2042,20,5,253293
11841,1990,816,816,0,1,3,5,0,816,90,5,118500
13500,1893,1237,1521,1254,3,3,9,880,2775,75,9,325000
6120,1935,884,989,584,1,3,6,240,1573,50,7,133000
11443,2005,1868,2028,0,2,2,7,880,2028,20,5,369900
10267,1918,816,838,0,1,2,5,275,838,30,7,130000
8740,1982,840,860,0,1,2,4,528,860,85,6,137000
25095,1968,1437,1473,0,1,1,5,452,1473,20,8,143000
9100,1930,742,779,0,1,2,4,308,935,40,6,79500
8320,2004,770,770,812,2,3,6,520,1582,60,5,185900
13478,2008,1722,1728,568,2,3,10,842,2296,60,5,451950
6600,1982,816,816,0,1,2,4,816,816,20,8,138000
4435,2003,848,848,0,1,1,4,420,848,120,5,140000
7990,1975,924,924,0,1,3,5,280,924,20,6,110000
11302,2005,1814,1826,0,2,3,7,758,1826,20,5,319000
3600,1910,684,684,684,1,3,7,216,1368,70,7,114504
3922,2006,1258,1402,0,0,2,7,648,1402,120,5,194201
12984,1977,1430,1647,0,2,3,7,621,1647,20,6,217500
1950,1980,716,716,840,2,3,6,452,1556,160,6,151000
10927,2005,1058,1058,846,2,3,8,736,1904,60,5,275000
9000,1937,780,780,595,1,3,6,544,1375,50,6,141000
10041,1992,908,927,988,2,3,8,506,1915,60,5,220000
3182,2004,600,600,600,2,2,4,480,1200,160,5,151000
12803,2002,1494,1494,0,2,3,6,530,1494,20,5,221000
13600,1965,768,1186,800,2,3,7,486,1986,60,6,205000
12464,1996,1040,1040,0,1,3,6,576,1040,20,5,152000
7800,1948,896,1112,896,3,3,8,230,2008,20,8,225000
12168,1934,965,1940,1254,2,4,10,380,3194,70,6,359100
7943,1961,1029,1029,0,1,3,5,261,1029,20,5,118500
11050,2000,1440,1476,677,2,3,8,736,2153,60,5,313000
10395,1978,1032,1032,0,2,3,6,564,1032,80,6,148000
11885,2001,1299,1299,573,2,3,7,531,1872,60,5,261500
8402,2007,1120,1120,0,1,3,6,0,1120,20,5,147000
1491,1972,630,630,0,1,1,3,0,630,180,6,75500
8800,1963,936,1054,0,1,3,6,480,1054,85,7,137500
7861,2002,783,807,702,2,3,7,393,1509,60,5,183200
7227,1954,832,832,0,1,2,4,528,832,45,6,105500
11694,2007,1822,1828,0,2,3,9,774,1828,20,5,314813
12244,2003,1482,1482,780,2,4,10,749,2262,60,5,305000
8248,1914,864,864,0,1,2,5,0,864,30,3,67000
10800,1974,1522,1548,1066,2,4,9,624,2614,60,7,240000
7064,1977,980,980,0,1,3,6,484,980,20,6,135000
2117,2000,756,756,756,2,2,4,440,1512,160,5,168500
10400,1972,732,1012,778,1,4,8,484,1790,60,5,165150
10000,1962,1116,1116,0,1,3,5,440,1116,20,6,160000
12342,1960,978,1422,0,1,3,6,286,1422,20,5,139900
9600,1955,1156,1520,0,1,3,7,364,1520,80,6,153000
11606,1969,1040,1040,1040,1,5,9,504,2080,60,5,135000
9020,1964,1248,1350,0,1,3,6,520,1350,80,5,168500
9000,1880,636,1089,661,1,3,8,240,1750,70,6,124000
4590,2006,1554,1554,0,2,2,6,627,1554,120,5,209500
11900,1977,1386,1411,0,2,3,6,544,1411,20,5,82500
9250,1954,1056,1056,0,1,3,6,260,1056,20,7,139400
6979,1980,1056,1056,0,0,0,4,576,1056,90,5,144000
10896,1914,1440,1440,1440,2,8,14,0,3395,190,7,200000
6120,1936,264,800,0,1,1,4,0,800,30,3,60000
6000,1954,811,811,576,2,3,7,256,1387,190,4,93000
8777,1910,796,796,0,1,2,4,0,796,30,7,85000
3982,2006,1520,1567,0,2,1,7,648,1567,120,5,264561
12677,2003,1518,1518,0,1,1,6,588,1518,120,5,274000
7050,2001,1057,1057,872,2,3,7,650,1929,60,5,226000
13860,1972,1952,2000,704,2,4,9,538,2704,80,7,345000
10793,1969,780,780,840,2,4,7,462,1620,60,5,152000
9187,2009,1766,1766,0,2,2,7,478,1766,20,5,370878
10530,1971,981,981,0,1,3,5,576,981,20,5,143250
7200,1950,0,1048,0,1,3,7,420,1048,20,5,98300
10452,1953,1094,1094,0,1,3,5,495,1094,20,5,155000
7700,1966,756,1051,788,1,4,7,442,1839,60,5,155000
1936,1970,630,630,0,1,1,3,0,630,180,6,84500
8125,2007,813,822,843,2,3,7,562,1665,60,6,205950
9084,1940,755,755,755,1,4,7,296,1510,70,5,108000
8750,1996,880,909,807,2,2,7,512,1716,60,5,191000
10320,1906,756,756,713,1,3,7,216,1469,50,7,135000
10437,1995,2109,2113,0,2,2,7,839,2113,20,6,350000
1680,1971,525,525,567,1,3,6,264,1092,160,5,88000
10007,1959,1053,1053,0,1,3,5,312,1053,20,7,145500
7200,1931,776,851,651,1,3,6,270,1502,70,6,149000
17503,1948,912,912,546,1,3,6,330,1458,50,5,97500
9937,1964,1486,1486,0,1,3,7,480,1486,20,7,167000
12384,1976,793,1142,793,2,3,7,550,1935,60,7,197900
46589,1994,1629,1686,762,2,4,8,711,2448,60,7,402000
13560,1968,1392,1392,0,1,2,5,576,1392,20,3,110000
10012,1972,1138,1181,0,2,3,6,588,1181,85,5,137500
20896,2005,2077,2097,0,1,1,8,1134,2097,20,5,423000
11194,2000,1406,1454,482,2,3,7,504,1936,60,5,230500
18450,1965,1021,1465,915,2,3,7,596,2380,60,5,129000
8125,1994,1408,1679,0,2,3,7,575,1679,20,5,193500
14175,1956,1188,1437,0,1,3,6,576,1437,20,6,168000
11600,1922,700,1180,0,1,2,5,252,1180,30,5,137500
8633,2005,738,738,738,2,3,7,540,1476,60,5,173500
6629,1925,672,697,672,2,3,6,300,1369,70,6,103600
11250,1977,1208,1208,0,1,3,6,546,1208,20,6,165000
14442,1957,1477,1839,0,2,3,7,416,1839,20,7,257500
9200,1965,1136,1136,0,1,3,5,384,1136,20,6,140000
2289,1978,855,855,586,2,3,7,440,1441,160,6,148500
9600,1900,1095,1095,679,2,4,8,779,1774,70,2,87000
9022,1924,768,792,0,1,2,5,240,792,30,8,109500
11844,2008,2046,2046,0,2,3,7,834,2046,20,5,372500
9945,1961,988,988,0,1,3,5,572,988,20,5,128500
8012,1980,923,923,0,2,2,5,264,923,120,5,143000
4500,1932,793,848,672,1,3,6,281,1520,50,5,159434
2887,1996,1291,1291,0,1,2,6,431,1291,120,5,173000
11248,2002,1626,1668,0,2,3,7,702,1668,20,5,285000
16770,1998,1195,1195,644,2,4,7,486,1839,60,5,221000
5062,1984,1190,1190,900,2,3,6,577,2090,160,5,207500
10207,2007,874,874,887,3,3,7,578,1761,60,6,227875
5105,2004,551,551,551,2,2,4,480,1102,160,5,148800
8089,2007,1419,1419,0,2,2,7,567,1419,20,6,392000
7577,2005,1362,1362,0,2,2,6,460,1362,120,5,194700
4426,2004,848,848,0,1,1,3,420,848,120,5,141000
21535,1994,2444,2444,1872,3,4,10,832,4316,60,6,755000
26178,1989,1210,1238,1281,2,4,9,628,2519,60,5,335000
5400,1921,1073,1073,0,1,2,4,326,1073,30,6,108480
6120,1936,927,1067,472,1,3,5,576,1539,50,6,141500
13811,1987,1112,1137,0,2,2,5,551,1137,20,6,176000
6000,1921,616,616,0,1,2,4,205,616,30,7,89000
6420,1952,980,1148,0,1,2,6,308,1148,20,7,123500
8450,1965,894,894,0,1,3,5,336,894,20,8,138500
4282,2004,1391,1391,0,2,2,5,530,1391,120,5,196000
14331,2002,1800,1800,0,2,3,7,765,1800,20,5,312500
9600,1969,1164,1164,0,1,3,6,528,1164,20,5,140000
12438,2006,1234,1264,1312,2,4,10,666,2576,60,5,361919
7630,1900,360,1032,780,2,4,8,672,1812,190,9,140000
8400,2004,1473,1484,0,2,3,7,606,1484,20,5,213000
5600,1930,0,372,720,2,3,7,0,1092,190,5,55000
115149,1971,1643,1824,0,2,2,5,739,1824,20,5,302000
6240,2006,1324,1324,0,2,2,6,550,1324,120,5,254000
9018,2007,728,728,728,2,3,8,400,1456,60,5,179540
7162,1966,876,904,0,1,3,6,408,904,20,7,109900
4130,1935,270,729,0,1,2,5,0,729,30,6,52000
8712,1900,859,859,319,1,2,7,384,1178,50,7,102776
4671,1988,1228,1228,0,2,2,5,472,1228,120,5,189000
9873,1970,960,960,0,1,3,6,576,960,190,5,129000
13517,1976,725,725,754,2,3,6,475,1479,60,8,130500
10140,1974,1064,1350,0,2,3,7,478,1350,20,5,165000
10800,1890,718,1576,978,1,3,8,704,2554,70,8,159500
10000,1973,1176,1178,0,1,3,5,439,1178,20,6,157000
10542,1993,1311,1325,1093,2,3,9,983,2418,60,5,341000
9920,1969,971,971,0,1,3,5,300,971,20,6,128500
6563,1985,1742,1742,0,2,2,5,564,1742,120,5,275000
4426,2004,848,848,0,1,1,3,420,848,120,5,143000
8120,1970,864,864,0,1,3,5,463,864,20,7,124500
8172,1954,941,997,473,2,4,7,548,1470,50,6,135000
13286,2007,1698,1698,0,2,3,8,768,1698,20,5,320000
6960,1970,864,864,0,1,3,5,660,864,20,6,120500
21695,1988,880,1680,0,2,3,5,540,1680,20,9,222000
7314,2007,1232,1232,0,2,2,6,632,1232,20,5,194500
11475,1958,1584,1776,0,2,4,9,888,1776,90,5,110000
6240,1925,780,848,0,1,2,5,539,1208,30,5,103000
5389,1995,1595,1616,0,2,2,5,608,1616,120,5,236500
9590,2003,868,1146,0,2,3,6,438,1146,80,5,187500
11404,1998,1153,1153,878,2,3,8,541,2031,60,5,222500
10000,1961,864,1144,0,1,3,6,264,1144,20,6,131400
8978,1968,948,948,0,1,3,6,300,948,20,5,108000
10800,1914,880,880,888,1,2,6,320,1768,75,7,163000
8544,1950,0,1040,0,2,2,6,400,1040,90,4,93500
10463,2005,893,901,900,2,3,8,800,1801,60,5,239900
10800,1987,1200,1200,0,3,3,5,0,1200,90,5,179000
9313,2004,864,864,864,2,3,7,572,1728,60,5,190000
9600,1910,264,768,664,2,2,7,360,1432,70,7,132000
6768,1961,912,912,0,1,3,5,288,912,20,8,142000
8450,2000,1349,1349,0,2,3,6,539,1349,20,5,179000
12886,1963,520,1464,0,2,3,6,480,1464,80,6,175000
5395,1993,1337,1337,0,2,2,5,462,1337,120,5,180000
8963,1976,1142,1175,1540,3,4,11,831,2715,60,9,299800
8795,2000,952,980,1276,2,4,8,554,2256,60,5,236000
11700,1880,1240,1320,1320,1,4,8,864,2640,70,7,265979
10593,1996,1720,1720,0,2,3,7,527,1720,20,5,260400
8405,1945,0,1088,441,2,4,9,240,1529,50,3,98000
8800,1910,576,792,348,1,3,7,0,1140,50,7,96500
7750,2003,660,660,660,2,3,6,400,1320,60,5,162000
9236,1997,1479,1494,0,2,3,6,576,1494,20,5,217000
10240,2005,1030,1038,1060,2,3,8,878,2098,60,5,275500
7930,1969,1026,1026,0,1,3,5,440,1026,20,8,156000
3230,1999,729,742,729,2,3,6,440,1471,160,5,172500
10769,2007,866,866,902,2,3,7,578,1768,60,5,212000
11616,1978,672,672,714,2,3,6,440,1386,60,5,158900
2280,1999,744,757,744,2,3,6,440,1501,160,5,179400
12257,1995,1318,1328,1203,2,4,9,752,2531,60,5,290000
9100,1959,864,864,0,1,2,5,300,864,20,6,127500
6911,1924,1145,1301,0,1,2,5,440,1301,30,5,100000
8640,2009,756,764,783,2,3,7,614,1547,60,5,215200
9430,1999,1252,1268,1097,2,3,8,856,2365,60,5,337000
9549,1995,1494,1494,0,1,2,6,481,1494,120,5,270000
14587,2008,1498,1506,0,2,2,6,592,1506,20,5,264132
10421,1988,980,980,734,2,3,7,496,1714,60,5,196500
12508,1940,983,983,767,2,4,7,423,1750,50,7,160000
9100,2004,1860,1836,0,2,3,8,484,1836,20,5,216837
53504,2003,1650,1690,1589,3,4,12,841,3279,60,5,538000
7252,1982,858,858,0,1,2,5,576,858,85,5,134900
8877,1951,836,1220,0,1,2,6,396,1220,20,5,102000
7819,1976,1029,1117,0,1,3,6,672,1117,80,5,107000
10150,1958,912,912,0,1,2,5,275,912,20,5,114500
14226,2006,1935,1973,0,2,3,9,895,1973,20,5,395000
4500,1998,1204,1204,0,2,2,5,412,1204,120,5,162000
11210,2005,1614,1614,0,2,3,7,865,1614,20,5,221500
13350,1974,864,894,0,1,3,5,440,894,20,5,142500
8400,1977,0,2020,0,2,4,10,630,2020,90,5,144000
10530,1977,975,1004,0,1,2,4,504,1004,90,5,135000
7875,1995,1237,1253,0,2,3,6,402,1253,20,5,176000
7153,1992,761,810,793,2,3,7,484,1603,60,5,175900
16285,2001,1413,1430,0,2,3,6,605,1430,20,5,187100
9101,1978,1097,1110,0,1,1,4,602,1110,85,6,165500
6300,1914,742,742,742,2,3,9,0,1484,75,6,128000
9790,1967,1372,1342,0,2,3,7,457,1342,20,5,161500
10800,1915,686,966,686,2,4,7,416,1652,50,6,139000
10142,2004,956,956,1128,2,4,8,618,2084,60,5,233000
6000,1954,901,901,0,1,2,4,281,901,20,7,107900
12205,1966,832,976,1111,2,5,9,444,2087,60,8,187500
3182,2005,1145,1145,0,2,2,5,397,1145,120,5,160200
11333,1976,1029,1062,0,1,3,5,539,1062,80,5,146800
9920,1996,1117,1127,886,2,3,8,455,2013,60,5,269790
9158,2007,1496,1496,0,2,3,7,474,1496,20,5,225000
10832,1994,712,1086,809,2,3,7,409,1895,60,5,194500
8400,1980,650,888,676,2,3,7,476,1564,60,6,171000
8197,1977,660,1285,0,1,3,7,528,1285,20,5,143500
7677,1953,773,773,0,1,2,4,240,773,20,5,110000
13518,2008,1926,1966,1174,3,4,11,820,3140,60,5,485000
7200,1937,731,981,787,1,3,7,240,1768,50,7,175000
12798,1997,616,616,1072,2,4,8,603,1688,60,5,200000
4800,1916,1196,1196,0,1,2,5,440,1196,30,7,109900
8199,2005,728,728,728,2,3,7,410,1456,60,5,189000
13891,2008,1734,1734,1088,3,4,12,1020,2822,60,5,582933
9000,1954,936,1128,0,1,2,5,286,1128,20,5,118000
12274,2008,1417,1428,0,2,3,6,554,1428,20,5,227680
9750,1967,980,980,0,2,3,6,384,980,80,5,135500
21384,1923,1324,1072,504,1,3,6,528,1576,70,6,223500
13400,1966,1024,1086,0,1,3,6,484,1086,80,5,159950
8100,1898,849,1075,1063,2,2,11,360,2138,75,5,106000
10140,1974,1040,1309,0,1,3,5,484,1309,20,6,181000
4438,2004,848,848,0,1,1,4,420,848,120,5,144500
8712,1952,540,1044,0,1,2,4,504,1044,20,5,55993
9750,1958,1442,1442,0,1,4,7,301,1442,20,6,157900
8248,1918,686,686,564,1,3,7,280,1250,50,7,116000
12137,1998,1649,1661,0,2,3,6,598,1661,20,5,224900
11425,1954,1008,1008,0,1,2,4,275,1008,20,6,137000
13265,2002,1568,1689,0,2,3,7,857,1689,20,5,271000
8816,1971,1010,1052,0,1,3,6,440,1052,80,7,155000
6371,2009,1358,1358,0,2,2,6,484,1358,120,5,224000
7226,2003,798,798,842,2,3,6,595,1640,60,5,183000
6000,1953,936,936,0,1,2,4,576,936,20,4,93000
12394,2003,847,847,886,2,3,7,433,1733,60,5,225000
9900,1940,778,944,545,2,3,7,240,1489,50,7,139500
11216,2006,1489,1489,0,2,3,7,776,1489,20,5,232600
14803,2007,2078,2084,0,2,2,7,1220,2084,20,5,385000
6130,1924,784,784,0,1,2,5,0,784,45,6,109500
8529,2001,1454,1434,0,2,3,6,527,1434,20,5,189000
28698,1967,1013,1160,966,2,3,7,538,2126,60,5,185000
2544,2005,600,520,623,2,2,4,480,1223,160,5,147400
11900,1957,1392,1392,0,1,3,6,458,1392,20,5,166000
3180,2005,600,520,600,2,2,4,480,1200,160,5,151000
9548,2003,941,941,888,2,3,7,613,1829,60,6,237000
10004,1964,1516,1516,0,1,3,6,472,1516,20,6,167000
7875,1961,1144,1144,0,1,3,6,456,1144,20,6,139950
9600,1950,1067,1067,0,2,2,4,436,1067,20,7,128000
8100,1948,1559,1559,0,1,2,5,812,1559,30,6,153500
1680,1973,483,483,504,1,2,5,264,987,160,5,100000
9525,1995,1099,1099,0,1,3,6,352,1099,20,6,144000
11767,1946,768,768,432,1,3,6,240,1200,50,6,130500
12155,1925,672,810,672,2,4,7,400,1482,70,8,140000
10440,1904,650,958,581,2,3,8,686,1539,70,8,157500
9020,1966,1127,1165,0,1,3,6,490,1165,80,7,174900
8000,1961,1800,1800,0,2,6,10,0,1800,90,4,141000
12665,1915,876,876,540,1,4,7,720,1416,50,8,153900
16647,1975,1390,1701,0,2,3,6,611,1701,85,5,171000
9317,1993,740,1006,769,2,3,7,425,1775,60,5,213000
15523,1972,864,864,0,1,3,5,338,864,20,6,133500
45600,1908,907,1307,1051,3,5,10,360,2358,50,8,240000
9600,1976,528,1094,761,2,3,7,512,1855,80,7,187000
4435,2003,848,848,0,1,1,3,420,848,120,5,131500
3196,2003,1273,1456,0,2,2,7,400,1456,120,5,215000
7128,1941,918,918,728,2,4,7,240,1646,75,5,164000
12095,1964,1127,1445,0,1,3,7,645,1445,80,6,158000
17920,1955,1763,1779,0,1,3,6,454,1779,20,4,170000
6897,1962,1040,1040,0,1,3,6,260,1040,20,8,127000
10970,1978,940,1026,0,1,3,5,576,1026,80,6,147000
8125,1994,702,702,779,2,3,6,343,1481,60,5,174000
10400,1976,1090,1370,0,2,3,6,479,1370,20,5,152000
11029,1968,1054,1512,1142,2,4,9,619,2654,60,7,250000
7642,1918,912,912,514,1,3,7,216,1426,50,8,189950
11625,1965,1039,1039,0,1,3,6,504,1039,190,4,131500
9672,1984,1040,1097,0,2,3,6,480,1097,20,5,152000
7931,1959,1148,1148,0,1,3,6,672,1148,20,5,132500
8640,2007,1372,1372,0,2,3,6,529,1372,20,5,250580
8750,1970,1002,1002,0,1,3,5,902,1002,20,6,148500
10656,2006,1638,1646,0,2,3,6,870,1646,20,5,248900
6970,1961,1040,1120,0,1,3,5,544,1120,20,5,129000
14762,1948,0,1547,720,2,2,7,672,2320,60,6,169000
9938,1993,1050,1062,887,2,3,8,574,1949,60,5,236000
6600,1962,894,894,0,1,2,5,308,894,20,5,109500
8750,1998,804,804,878,2,3,7,523,1682,60,5,200500
8892,1953,105,910,0,1,3,5,414,910,20,7,116000
12144,1949,832,1036,0,1,3,6,288,1268,40,7,133000
5720,1941,676,676,455,1,3,5,200,1131,50,6,66500
9000,2007,1184,1184,1426,2,4,11,550,2610,60,5,303477
25286,1963,1064,1040,0,1,3,5,648,1040,20,5,132250
8834,2004,1462,1462,762,2,4,10,738,2224,60,5,350000
11782,1961,1109,1155,0,1,3,6,576,1155,85,7,148000
7000,1978,864,864,0,1,3,6,336,864,20,8,136500
7024,2005,1090,1090,0,1,2,5,450,1090,20,5,157000
13758,1990,1156,1187,530,2,3,7,400,1717,50,5,187500
9636,1992,808,808,785,2,3,7,389,1593,60,5,178000
6204,1912,795,954,795,1,5,10,440,2230,75,5,118500
7150,1967,892,892,0,1,3,5,288,892,20,5,100000
5119,1999,1698,1709,0,2,2,5,506,1709,120,5,328900
8393,1959,1626,1712,0,2,4,8,588,1712,90,5,145000
16466,1955,816,872,521,1,3,8,300,1393,50,7,135500
15865,1970,2217,2217,0,2,4,8,621,2217,20,6,268000
12160,1953,1505,1505,0,1,2,6,505,1505,20,4,149500
8064,1949,672,672,252,1,3,6,576,924,50,7,122900
11184,1978,918,918,765,2,3,7,440,1683,60,5,172500
